GEO1.UTCModJulian         GEO1.Earth.Latitude       GEO1.Earth.Longitude      GEO1.Earth.RMAG           GEO2.Earth.Latitude       GEO2.Earth.Longitude      GEO2.Earth.RMAG           GEO3.Earth.Latitude       GEO3.Earth.Longitude      GEO3.Earth.RMAG           
21544.99962962963         -0.002033355872012491     109.671596414058          42164.99999999999         -24.84971403359219        106.2418111474588         42165.00000000004         24.84565604850085         113.1012692478653         42165.00000000002         
21545.00032407407         0.1196178496133583        109.6401607488243         42164.99998505323         -24.91647770397833        106.2574409826188         42164.99999299344         24.77842192653425         113.1166025305897         42164.99999296278         
21545.00241896043         0.4865774246660613        109.5453505561341         42164.99975888471         -25.10993367947607        106.3050313186063         42164.99989151327         24.54584073041405         113.1666722155496         42164.99986304995         
21545.00310185186         0.6061873219974532        109.5144571997097         42164.99962638837         -25.17374508267846        106.321505202942          42164.99983069366         24.47770823683499         113.1804966433234         42164.99979499634         
21545.00310185186         0.6061873198862536        109.5144571997633         42164.99962638837         -25.17374508450105        106.3215052005079         42164.99983069366         24.47770823683499         113.1804966433234         42164.99979499634         
21545.00519342506         0.972470118108691         109.4199035927071         42164.99904087293         -25.35679485299503        106.3710030771622         42164.99957741067         24.25298860208412         113.2235144190773         42164.99947849667         
21545.00657407407         1.21418580527424          109.3575637237913         42164.99850599682         -25.48161936612378        106.4067436283125         42164.99933487472         24.11098198440185         113.2487354012485         42164.99920823443         
21545.00657407407         1.21418580527424          109.3575637237913         42164.99850599682         -25.48161936612378        106.4067436283125         42164.99933487472         24.11098198440185         113.2487354012485         42164.99920823443         
21545.01004629629         1.821739008896393         109.2011624448818         42164.99663988434         -25.78694284951833        106.5014691677682         42164.99848533748         23.74601068998226         113.3070036476317         42164.99827790471         
21545.01004629629         1.821739008896393         109.2011624448818         42164.99663988434         -25.78694284951833        106.5014691677682         42164.99848533748         23.74601068998226         113.3070036476317         42164.99827790471         
21545.01351851852         2.428623606160714         109.045499545371          42164.99402963442         -26.07977479683532        106.6030000560608         42164.99729591158         23.37002935878819         113.357843869559          42164.99698661518         
21545.01351851852         2.428623606160714         109.045499545371          42164.99402963442         -26.07977479683532        106.6030000560608         42164.99729591158         23.37002935878819         113.357843869559          42164.99698661518         
21545.01699074074         3.034615921841658         108.890820783831          42164.9906773534          -26.35988923916377        106.7111676539764         42164.99577033456         22.98329464451059         113.4012164734506         42164.99533159282         
21545.01699074074         3.034615921841658         108.890820783831          42164.9906773534          -26.35988923916377        106.7111676539764         42164.99577033456         22.98329464451059         113.4012164734506         42164.99533159282         
21545.02046296296         3.63949181447106          108.7373713495143         42164.98658566819         -26.62706665934511        106.8257844558419         42164.99391239553         22.58606562363687         113.4370987059239         42164.99331018384         
21545.02046296296         3.63949181447106          108.7373713495143         42164.98658566819         -26.62706665934511        106.8257844558419         42164.99391239553         22.58606562363687         113.4370987059239         42164.99331018384         
21545.02393518519         4.243026562643856         108.5853957112302         42164.98175772344         -26.8810945418457         106.9466441733886         42164.99172592782         22.17860337697794         113.4654841614598         42164.99091986192         
21545.02393518519         4.243026562643856         108.5853957112302         42164.98175772344         -26.8810945418457         106.9466441733886         42164.99172592782         22.17860337697794         113.4654841614598         42164.99091986192         
21545.02740740741         4.844994753329984         108.4351374604528         42164.97619717814         -27.12176792498792        107.0735219111284         42164.98921480197         21.76117059323452         113.4863822573251         42164.98815823661         
21545.02740740741         4.844994753329984         108.4351374604528         42164.97619717814         -27.12176792498792        107.0735219111284         42164.98921480197         21.76117059323452         113.4863822573251         42164.98815823661         
21545.03087962963         5.445170172620464         108.2868391475135         42164.96990820173         -27.34888995230591        107.2061744371675         42164.98638291882         21.33403119524562         113.4998176815355         42164.98502306164         
21545.03087962963         5.445170172620464         108.2868391475135         42164.96990820173         -27.34888995230591        107.2061744371675         42164.98638291882         21.33403119524562         113.4998176815355         42164.98502306164         
21545.03435185185         6.043325705436275         108.1407421097459         42164.96289546954         -27.5622724196207         107.344340552637          42164.9832342028          20.89744998935678         113.5058298193746         42164.98151224319         
21545.03435185185         6.043325705436275         108.1407421097459         42164.96289546954         -27.5622724196207         107.344340552637          42164.9832342028          20.89744998935678         113.5058298193746         42164.98151224319         
21545.03782407408         6.639233208700184         107.997086290459          42164.95516415779         -27.76173631428573        107.4877415620699         42164.97977259559         20.45169233815812         113.5044721636838         42164.9776238483          
21545.03782407408         6.639233208700184         107.997086290459          42164.95516415779         -27.76173631428573        107.4877415620699         42164.97977259559         20.45169233815812         113.5044721636838         42164.9776238483          
21545.0412962963          7.232663446932889         107.8561100476261         42164.94671993803         -27.94711234294458        107.6360818461211         42164.97600204989         19.99702385666777         113.4958117138055         42164.97335611304         
21545.0412962963          7.232663446932889         107.8561100476261         42164.94671993803         -27.94711234294458        107.6360818461211         42164.97600204989         19.99702385666777         113.4958117138055         42164.97335611304         
21545.04476851852         7.823385974691901         107.7180499511963         42164.93756897106         -28.11824144407072        107.7890495370097         42164.97192652351         19.53371013187929         113.4799283677101         42164.9687074508          
21545.04476851852         7.823385974691901         107.7180499511963         42164.93756897106         -28.11824144407072        107.7890495370097         42164.97192652351         19.53371013187929         113.4799283677101         42164.9687074508          
21545.04824074074         8.411169051995728         107.5831405679588         42164.92771790025         -28.2749752815283         107.9463172959878         42164.96754997372         19.0620164654492          113.4569143114751         42164.96367646035         
21545.04824074074         8.411169051995728         107.5831405679588         42164.92771790025         -28.2749752815283         107.9463172959878         42164.96754997372         19.0620164654492          113.4569143114751         42164.96367646035         
21545.05171296297         8.995779559607284         107.4516142329103         42164.91717384454         -28.41717671540696        108.1075431910073         42164.96287635191         18.58220763917623         113.4268734099096         42164.95826193394         
21545.05171296297         8.995779559607284         107.4516142329103         42164.91717384454         -28.41717671540696        108.1075431910073         42164.96287635191         18.58220763917623         113.4268734099096         42164.95826193394         
21545.05518518519         9.576982920260214         107.3237008061157         42164.90594439075         -28.54472024644323        108.2723716715989         42164.95790959848         18.09454770281294         113.3899206017463         42164.95246286518         
21545.05518518519         9.576982920260214         107.3237008061157         42164.90594439075         -28.54472024644323        108.2723716715989         42164.95790959848         18.09454770281294         113.3899206017463         42164.95246286518         
21545.05865740741         10.15454302642376         107.1996274140868         42164.89403758548         -28.65749243044989        108.4404346368044         42164.95265363807         17.59929978365601         113.3461813024515         42164.94627845683         
21545.05865740741         10.15454302642376         107.1996274140868         42164.89403758548         -28.65749243044989        108.4404346368044         42164.95265363807         17.59929978365601         113.3461813024515         42164.94627845683         
